model,dataset,seq_len,pred_len,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,real_scalar_equivalent,fp32_model_mib,parameter_source,seed,train_seconds,test_elapsed_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,published_reference_mse,published_reference_source,notes
iTransformer,electricity,96,192,ok,0.1630818098783493,0.2547614574432373,,0.403833888967,4883136,,,4883136,18.627685547,logged_n_param,2026,328.5848,,6.5274,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,electricity,96,192,ok,0.1746583878993988,0.2606467604637146,,0.417921509257,696256,,,696256,2.656005859,logged_n_param,2026,3267.7984,,6.8544,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,electricity,96,192,ok,0.19380542635917664,0.2797583043575287,,0.440233377153,37248,,,37248,0.142089844,logged_n_param,2026,277.8515,,5.62,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,electricity,96,192,ok,0.20551900565624237,0.28075385093688965,,0.453342040469,61,,,87,0.000331879,logged_n_param,2026,468.1253,,4.1134,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,electricity,96,192,ok,0.17802974581718445,0.2567254602909088,,0.421935712896,269832,,,269832,1.029327393,audited_baseline_param_count,2021,631.0,,,,,local_phaseformer_run_summary,standalone held-out test from validation-monitored run summary,baseline_2026_results/phaseformer/run_summary.json,,,Weather/Electricity locked reproduction; MAPE was not persisted.
FreqCycle,electricity,96,192,ok,0.154766582572324,0.2473285737257175,,0.393403841583,129080,91896,37184,129080,0.492401123,audited_registered_and_forward_active_numel,2026,220.27357411384583,,3.419539451599121,,492.3662109375,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,,,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Compact + Echo,electricity,96,336,ok,0.17139908223585978,0.2647643349280261,2.474236659583527,0.41400372249,56034,,,56034,0.213752747,locked_3seed_actual_param_count,"2024,2025,2026",298.6307219664256,,,,268.072265625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=asy1_echo_fallback; MAPE was streamed during the 0717v2 completion.
TQNet,electricity,96,336,ok,0.17231066524982452,0.2688722610473633,,0.415103198313,838520,,,838520,3.198699951,logged_n_param,2026,532.7292,,6.0816,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,electricity,96,336,ok,0.1724998503923416,0.26470619440078735,,0.415331013039,86520,,,86520,0.330047607,logged_n_param,2026,445.4538,,5.9545,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,electricity,96,336,ok,0.2194596379995346,0.3033126890659332,,0.468465194011,2912,,,5824,0.022216797,logged_n_param,2026,518.4152,,6.2395,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,electricity,96,336,ok,0.2187333106994629,0.2963319420814514,,0.467689331394,81,,,81,0.000308990,logged_n_param,2026,309.0006,,4.9361,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,electricity,96,336,ok,0.2053210735321045,0.2945186197757721,,0.453123684585,3298512,,,3298512,12.582824707,logged_n_param,2026,789.7477,,8.1599,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,electricity,96,336,ok,0.184602290391922,0.28152531385421753,,0.42965368658,754130,,,754130,2.876777649,logged_n_param,2026,766.2618,,13.456,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,electricity,96,336,ok,0.17672975361347198,0.2710563838481903,,0.420392380537,4957008,,,4957008,18.909484863,logged_n_param,2026,624.1673,,7.9629,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,electricity,96,336,ok,0.19044287502765656,0.27709999680519104,,0.436397611162,917584,,,917584,3.500305176,logged_n_param,2026,3660.1053,,8.2865,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,electricity,96,336,ok,0.20672845840454102,0.29587873816490173,,0.454674013338,65184,,,65184,0.248657227,logged_n_param,2026,454.1937,,7.2303,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,electricity,96,336,ok,0.2184697538614273,0.29525965452194214,,0.467407481606,77,,,115,0.000438690,logged_n_param,2026,600.2843,,5.7262,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,electricity,96,336,ok,0.2067832499742508,0.28293779492378235,,0.454734263031,3106,,,3106,0.011848450,audited_baseline_param_count,2021,656.0,,,,,local_phaseformer_run_summary,standalone held-out test from validation-monitored run summary,baseline_2026_results/phaseformer/run_summary.json,,,Weather/Electricity locked reproduction; MAPE was not persisted.
FreqCycle,electricity,96,336,ok,0.17183536494620072,0.26491867567750577,,0.414530294365,166232,110472,55760,166232,0.634124756,audited_registered_and_forward_active_numel,2026,306.41677951812744,,3.627358913421631,,535.00048828125,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,,,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Compact + Echo,electricity,96,720,ok,0.2089435026498218,0.29622841873287337,,0.45710338289,27106,,,27106,0.103401184,locked_3seed_actual_param_count,"2024,2025,2026",475.28453127543133,,,,454.20166015625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=compact_echo; MAPE was not persisted for this anchor.
TQNet,electricity,96,720,ok,0.21114085614681244,0.3043377995491028,,0.459500659572,1035512,,,1035512,3.950164795,logged_n_param,2026,834.5534,,10.5322,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,electricity,96,720,ok,0.21063557267189026,0.2968824803829193,,0.458950512225,123768,,,123768,0.472137451,logged_n_param,2026,912.1361,,8.8361,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,electricity,96,720,ok,0.2604956030845642,0.33489754796028137,,0.510387698798,5512,,,11024,0.042053223,logged_n_param,2026,956.7385,,10.4353,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,electricity,96,720,ok,0.2601870894432068,0.32834234833717346,,0.510085374661,145,,,145,0.000553131,logged_n_param,2026,698.3761,,8.6704,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,electricity,96,720,ok,0.2554318904876709,0.34267500042915344,,0.505402701306,3397200,,,3397200,12.959289551,logged_n_param,2026,392.733,,11.82,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,electricity,96,720,ok,0.26031455397605896,0.3438429534435272,,0.510210303675,951122,,,951122,3.628242493,logged_n_param,2026,965.2616,,17.8553,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,electricity,96,720,ok,0.20887112617492676,0.29781970381736755,,0.457024207428,5154000,,,5154000,19.660949707,logged_n_param,2026,409.6954,,12.8271,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,electricity,96,720,ok,0.2331569790840149,0.31361740827560425,,0.482863313044,1507792,,,1507792,5.751770020,logged_n_param,2026,2908.2346,,12.6454,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,electricity,96,720,ok,0.24211779236793518,0.32809144258499146,,0.492054664004,139680,,,139680,0.532836914,logged_n_param,2026,526.6282,,11.6322,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,electricity,96,720,ok,0.26017746329307556,0.32869940996170044,,0.510075938751,117,,,187,0.000713348,logged_n_param,2026,931.9434,,8.7246,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,electricity,96,720,ok,0.23428267240524292,0.3066548705101013,,0.484027553353,272670,,,272670,1.040153503,audited_baseline_param_count,2021,1168.0,,,,,local_phaseformer_run_summary,standalone held-out test from validation-monitored run summary,baseline_2026_results/phaseformer/run_summary.json,,,Weather/Electricity locked reproduction; MAPE was not persisted.
FreqCycle,electricity,96,720,ok,0.20934712997287092,0.2967681436758062,,0.457544675385,265304,160008,105296,265304,1.012054443,audited_registered_and_forward_active_numel,2026,564.1960709095001,,5.122231483459473,,656.31640625,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,,,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Compact + Echo,traffic,96,96,ok,0.4484165918057793,0.28933570056754626,3.4829875847995764,0.669639150443,13882,,,13882,0.052955627,locked_3seed_actual_param_count,"2024,2025,2026",171.37585028012595,,,,255.25341796875,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,traffic,96,96,ok,0.4219597578048706,0.26678770780563354,,0.64958429615,806288,,,806288,3.075744629,logged_n_param,2026,458.3284,,5.3208,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,traffic,96,96,ok,0.4811263084411621,0.31481269001960754,,0.693632689859,154128,,,154128,0.587951660,logged_n_param,2026,224.4131,,4.0618,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,traffic,96,96,ok,0.6579460501670837,0.39802396297454834,,0.811138736695,1300,,,2600,0.009918213,logged_n_param,2026,365.2554,,4.477,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,traffic,96,96,ok,0.6632261872291565,0.3924395740032196,,0.814387000896,41,,,41,0.000156403,logged_n_param,2026,322.9345,,3.491,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,traffic,96,96,ok,0.546420693397522,0.3548300862312317,,0.739202741741,3236832,,,3236832,12.347534180,logged_n_param,2026,998.7508,,8.2037,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,traffic,96,96,ok,0.41720446944236755,0.28530439734458923,,0.645913670271,317212,,,317212,1.210067749,logged_n_param,2026,297.8425,,5.103,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,traffic,96,96,ok,0.3870082199573517,0.26306799054145813,,0.622099847257,6411872,,,6411872,24.459350586,logged_n_param,2026,1249.9744,,7.5748,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,traffic,96,96,ok,0.47421544790267944,0.30426889657974243,,0.688633028472,548704,,,548704,2.093139648,logged_n_param,2026,1525.9186,,8.9148,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,traffic,96,96,ok,0.661794900894165,0.4103458821773529,,0.813507775559,18624,,,18624,0.071044922,logged_n_param,2026,81.1168,,5.198,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,traffic,96,96,ok,0.6627912521362305,0.3929395377635956,,0.81411992491,49,,,67,0.000255585,logged_n_param,2026,472.537,,4.1058,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,traffic,96,96,ok,0.4963602239957273,0.2920030341237185,2.893881627287603,0.704528369901,34632,,,34632,0.132110596,0716v2_audited_param_count,2021,897.3539266586304,,5.292999505996704,0.5911977157974165,176.56689453125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,traffic,96,96,ok,0.45379215797943245,0.28777214128683487,3.197114826114964,0.673640971126,195200,170400,24800,195200,0.744628906,0716v2_audited_param_count,2026,208.25303673744202,,3.137119770050049,0.158282029318331,616.21826171875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,traffic,96,192,ok,0.45732854138839935,0.29538255090500903,3.484147627795609,0.676260705193,16250,,,16250,0.061988831,locked_3seed_actual_param_count,"2024,2025,2026",195.75078598658243,,,,417.26708984375,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,traffic,96,192,ok,0.4449966847896576,0.28036490082740784,,0.667080718346,855536,,,855536,3.263610840,logged_n_param,2026,672.3844,,7.4918,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,traffic,96,192,ok,0.4831235706806183,0.3149402141571045,,0.695070910541,163440,,,163440,0.623474121,logged_n_param,2026,426.3505,,5.5738,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,traffic,96,192,ok,0.6081821322441101,0.3756004571914673,,0.779860328677,1950,,,3900,0.014877319,logged_n_param,2026,610.003,,6.426,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,traffic,96,192,ok,0.6113904714584351,0.3655189871788025,,0.781914619034,57,,,57,0.000217438,logged_n_param,2026,543.1509,,5.5545,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,traffic,96,192,ok,0.5478094220161438,0.34982672333717346,,0.740141487836,3261504,,,3261504,12.441650391,logged_n_param,2026,1647.1827,,10.3358,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,traffic,96,192,ok,0.438961386680603,0.2906910479068756,,0.662541611282,341884,,,341884,1.304183960,logged_n_param,2026,422.2372,,7.0998,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,traffic,96,192,ok,0.4092092514038086,0.2759467363357544,,0.639694654819,6461120,,,6461120,24.647216797,logged_n_param,2026,1240.355,,9.4254,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,traffic,96,192,ok,0.47798019647598267,0.3033086657524109,,0.691361118719,696256,,,696256,2.656005859,logged_n_param,2026,1670.3149,,10.9596,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,traffic,96,192,ok,0.6108559370040894,0.3841077983379364,,0.781572733022,37248,,,37248,0.142089844,logged_n_param,2026,117.1531,,7.0972,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,traffic,96,192,ok,0.6115205883979797,0.368522047996521,,0.781997818666,61,,,87,0.000331879,logged_n_param,2026,361.0673,,5.4367,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,traffic,96,192,ok,0.46637023062658955,0.27260380709664556,2.588512577106731,0.682913047632,269832,,,269832,1.029327393,0716v2_audited_param_count,2021,880.6633288860321,,6.3269383907318115,0.7146775518171433,542.69921875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,traffic,96,192,ok,0.4646030014319113,0.2949849248573512,3.2698451602398335,0.681617929218,219968,182784,37184,219968,0.839111328,0716v2_audited_param_count,2026,276.5515410900116,,3.798384666442871,0.1735344457835687,666.6806640625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,traffic,96,336,ok,0.4701608300287612,0.3018934789425133,3.49112872198147,0.685682747361,16250,,,16250,0.061988831,locked_3seed_actual_param_count,"2024,2025,2026",284.5629141330719,,,,660.8515625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,traffic,96,336,ok,0.4616840183734894,0.28806832432746887,,0.679473338972,929408,,,929408,3.545410156,logged_n_param,2026,899.3575,,10.0684,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,traffic,96,336,ok,0.476717472076416,0.303751140832901,,0.690447298551,177408,,,177408,0.676757812,logged_n_param,2026,797.3652,,8.1937,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,traffic,96,336,ok,0.6158593893051147,0.37767845392227173,,0.784767092394,2912,,,5824,0.022216797,logged_n_param,2026,910.6091,,9.4804,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,traffic,96,336,ok,0.617026686668396,0.3680407702922821,,0.785510462482,81,,,81,0.000308990,logged_n_param,2026,455.2372,,8.0475,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,traffic,96,336,ok,0.5728921890258789,0.3575168550014496,,0.756896418954,3298512,,,3298512,12.582824707,logged_n_param,2026,1826.3866,,11.928,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,traffic,96,336,ok,0.45751357078552246,0.29947519302368164,,0.676397494662,378892,,,378892,1.445358276,logged_n_param,2026,576.6525,,9.5065,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,traffic,96,336,ok,0.4132896065711975,0.2778241038322449,,0.642876042928,6534992,,,6534992,24.929016113,logged_n_param,2026,1495.2993,,12.6204,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,traffic,96,336,ok,0.4912334382534027,0.30851566791534424,,0.700880473585,917584,,,917584,3.500305176,logged_n_param,2026,1869.9559,,13.9365,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,traffic,96,336,ok,0.615199625492096,0.38449835777282715,,0.784346623306,65184,,,65184,0.248657227,logged_n_param,2026,167.1058,,10.2674,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,traffic,96,336,ok,0.6171572804450989,0.3674338161945343,,0.785593584778,77,,,115,0.000438690,logged_n_param,2026,1055.0081,,7.7213,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,traffic,96,336,ok,0.48164954301820895,0.2796298620689192,2.613118874077371,0.694009757149,270606,,,270606,1.032279968,0716v2_audited_param_count,2021,1009.9587700366974,,7.255884647369385,0.7289704396203043,551.97509765625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,traffic,96,336,ok,0.48380754231699796,0.2963926587505513,3.236315948712461,0.69556275225,257120,201360,55760,257120,0.980834961,0716v2_audited_param_count,2026,487.0025806427002,,4.478839874267578,0.1743041962770269,744.62353515625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,traffic,96,720,ok,0.5090763644755636,0.3173735588548917,3.569124483199367,0.713495875584,16346,,,16346,0.062355042,locked_3seed_actual_param_count,"2024,2025,2026",641.228717247645,,,,1312.01416015625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,traffic,96,720,ok,0.4980546832084656,0.30612456798553467,,0.705729893946,1126400,,,1126400,4.296875000,logged_n_param,2026,1520.5519,,14.7874,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,traffic,96,720,ok,0.5026708245277405,0.3197212219238281,,0.708992824031,214656,,,214656,0.818847656,logged_n_param,2026,888.46,,13.6953,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,traffic,96,720,ok,0.661274254322052,0.41368183493614197,,0.813187711615,5512,,,11024,0.042053223,logged_n_param,2026,1573.4231,,16.362,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,traffic,96,720,ok,0.6547159552574158,0.38750746846199036,,0.809145200355,145,,,145,0.000553131,logged_n_param,2026,669.6482,,13.512,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,traffic,96,720,ok,0.6248689889907837,0.38110440969467163,,0.790486552062,3397200,,,3397200,12.959289551,logged_n_param,2026,2340.6971,,17.3307,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,traffic,96,720,ok,0.49540919065475464,0.31950849294662476,,0.703853103037,477580,,,477580,1.821823120,logged_n_param,2026,1036.9045,,14.272,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,traffic,96,720,ok,0.43802881240844727,0.29041412472724915,,0.661837451651,6731984,,,6731984,25.680480957,logged_n_param,2026,1756.6186,,16.3601,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,traffic,96,720,ok,0.5246371030807495,0.327362596988678,,0.724318371354,1507792,,,1507792,5.751770020,logged_n_param,2026,2390.2686,,18.0388,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,traffic,96,720,ok,0.6573818325996399,0.4078359305858612,,0.810790868597,139680,,,139680,0.532836914,logged_n_param,2026,307.1237,,14.49,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,traffic,96,720,ok,0.6544039845466614,0.3882283866405487,,0.808952399432,117,,,187,0.000713348,logged_n_param,2026,936.1437,,13.2456,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,traffic,96,720,ok,0.5124392730710207,0.2978255347171134,2.744942557282669,0.71584863838,272670,,,272670,1.040153503,0716v2_audited_param_count,2021,1201.6924295425415,,8.14031457901001,0.732733514433738,576.9716796875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
